update,episode,circumstance,mask,partner,style,outcome,chosen_regret,o,c,e,a,n,step_o,step_c,step_e,step_a,step_n
23,1,conference,mask_conference,environment,network_actively,goal_achieved,1.4978,0.00000,-0.00000,0.00000,0.00000,-0.00000,0.000000,-0.000000,0.000000,0.000000,0.000000
24,1,conference,mask_conference,environment,network_actively,goal_achieved,1.4978,0.00000,-0.00000,0.00000,0.00000,-0.00000,0.000000,0.000000,0.000000,0.000000,0.000000
25,1,conference,mask_conference,environment,network_actively,goal_achieved,1.4978,0.00000,-0.00000,0.00000,0.00000,-0.00000,0.000000,0.000000,0.000000,0.000000,0.000000
26,1,conference,mask_conference,environment,network_actively,goal_achieved,1.4978,0.00000,-0.00000,0.00000,0.00000,-0.00000,0.000000,0.000000,0.000000,0.000000,0.000000
27,1,conference,mask_conference,environment,network_actively,goal_achieved,1.4978,0.00000,-0.00000,0.00000,0.00000,-0.00000,0.000000,0.000000,0.000000,0.000000,0.000000
28,2,work,mask_work,environment,network_actively,failed,-0.8122,0.00000,0.00000,-0.00000,-0.00000,-0.00000,0.000000,0.000000,0.000000,0.000000,0.000000
29,2,work,mask_work,environment,deep_work,goal_achieved,3.8597,0.00000,0.00000,-0.00000,-0.00000,-0.00000,0.000000,0.000000,0.000000,0.000000,0.000000
30,2,work,mask_work,environment,quick_scan,goal_achieved,3.7316,-0.00000,0.00000,-0.00000,-0.00000,0.00000,-0.000000,0.000000,0.000000,0.000000,0.000000
31,2,work,mask_work,environment,network_actively,failed,-1.1240,-0.00000,0.00000,-0.00000,-0.00000,-0.00000,0.000000,0.000000,0.000000,0.000000,-0.000000
32,2,work,mask_work,environment,rest_deeply,delayed,0.2580,-0.00000,0.00000,-0.00000,-0.00000,-0.00000,0.000000,0.000000,0.000000,0.000000,0.000000
33,2,work,mask_work,environment,rest_deeply,goal_achieved,3.5530,-0.00000,0.00000,-0.00000,-0.00000,0.00000,0.000000,0.000000,0.000000,0.000000,0.000000
34,2,work,mask_work,environment,network_actively,goal_achieved,1.1289,0.00000,-0.00000,0.00000,0.00000,-0.00000,0.000000,-0.000000,0.000000,0.000000,-0.000000
35,2,work,mask_work,environment,tidy_up,goal_achieved,3.0135,-0.00000,0.00000,-0.00000,-0.00000,-0.00000,-0.000000,0.000000,-0.000000,-0.000000,0.000000
36,2,work,mask_work,environment,network_actively,failed,-1.4554,-0.00000,0.00000,-0.00000,-0.00000,-0.00000,0.000000,0.000000,0.000000,0.000000,0.000000
37,2,home,mask_home,environment,rest_deeply,delayed,-0.2256,-0.00000,0.00000,-0.00000,-0.00000,0.00000,0.000000,0.000000,0.000000,0.000000,0.000000
38,2,home,mask_home,environment,quick_scan,goal_achieved,3.5064,-0.00000,0.00000,-0.00000,-0.00000,0.00000,0.000000,0.000000,0.000000,0.000000,0.000000
39,2,home,mask_home,environment,network_actively,delayed,-0.6820,-0.00000,0.00000,-0.00000,-0.00000,0.00000,0.000000,0.000000,0.000000,0.000000,0.000000
40,2,home,mask_home,environment,network_actively,delayed,-0.6820,-0.00000,0.00000,-0.00000,-0.00000,0.00000,0.000000,0.000000,0.000000,0.000000,0.000000
41,2,home,mask_home,environment,rest_deeply,goal_achieved,2.9883,-0.00000,-0.00000,-0.00000,-0.00000,0.00000,0.000000,-0.000000,0.000000,0.000000,0.000000
42,2,home,mask_home,environment,network_actively,delayed,-0.9095,-0.00000,-0.00000,-0.00000,-0.00000,0.00000,0.000000,0.000000,0.000000,0.000000,0.000000
43,2,home,mask_home,environment,deep_work,failed,-1.6843,-0.00000,-0.00000,-0.00000,-0.00000,0.00000,0.000000,0.000000,0.000000,0.000000,0.000000
44,2,home,mask_home,environment,network_actively,goal_achieved,1.1073,-0.00000,-0.00000,0.00000,0.00000,0.00000,0.000000,0.000000,0.000000,0.000000,0.000000
45,2,home,mask_home,environment,network_actively,failed,-1.2972,-0.00000,-0.00000,-0.00000,-0.00000,0.00000,0.000000,0.000000,-0.000000,-0.000000,0.000000
46,2,conference,mask_conference,environment,network_actively,goal_achieved,1.4978,0.00000,-0.00000,0.00000,0.00000,-0.00000,0.000000,0.000000,0.000000,0.000000,0.000000
47,2,conference,mask_conference,environment,network_actively,goal_achieved,1.4978,0.00000,-0.00000,0.00000,0.00000,-0.00000,0.000000,0.000000,0.000000,0.000000,0.000000
48,2,conference,mask_conference,environment,network_actively,goal_achieved,1.4978,0.00000,-0.00000,0.00000,0.00000,-0.00000,0.000000,0.000000,0.000000,0.000000,0.000000
49,2,conference,mask_conference,environment,network_actively,delayed,-0.3056,0.00000,0.00000,-0.00000,-0.00000,-0.00000,0.000000,0.000000,-0.000000,-0.000000,0.000000
50,2,conference,mask_conference,environment,tidy_up,delayed,-1.8499,0.00000,-0.00000,0.00000,0.00000,-0.00000,0.000000,-0.000000,0.000000,0.000000,0.000000
51,2,conference,mask_conference,environment,deep_work,delayed,-1.8992,0.00000,-0.00000,0.00000,0.00000,0.00000,0.000000,0.000000,0.000000,0.000000,0.000000
52,2,conference,mask_conference,environment,network_actively,goal_achieved,1.6944,0.00000,-0.00000,0.00000,0.00000,-0.00000,0.000000,0.000000,0.000000,0.000000,-0.000000
53,2,conference,mask_conference,environment,quick_scan,goal_achieved,1.8495,0.00000,-0.00000,0.00000,0.00000,0.00000,0.000000,0.000000,0.000000,0.000000,0.000000
54,2,conference,mask_conference,environment,deep_work,delayed,-2.1825,0.00000,-0.00000,0.00000,0.00000,0.00000,0.000000,0.000000,0.000000,0.000000,0.000000
55,3,work,mask_work,environment,network_actively,failed,-1.4554,-0.00000,0.00000,-0.00000,-0.00000,-0.00000,0.000000,0.000000,0.000000,0.000000,0.000000
56,3,work,mask_work,environment,network_actively,failed,-1.4554,-0.00000,0.00000,-0.00000,-0.00000,-0.00000,0.000000,0.000000,0.000000,0.000000,0.000000
57,3,work,mask_work,environment,network_actively,failed,-1.4554,-0.00000,0.00000,-0.00000,-0.00000,-0.00000,0.000000,0.000000,0.000000,0.000000,0.000000
58,3,work,mask_work,environment,deep_work,delayed,-0.4483,-0.00000,0.00000,-0.00000,-0.00000,0.00000,0.000000,0.000000,0.000000,0.000000,0.000000
59,3,work,mask_work,environment,network_actively,failed,-1.4020,-0.00000,0.00000,-0.00000,-0.00000,-0.00000,0.000000,0.000000,0.000000,0.000000,-0.000000
60,3,work,mask_work,environment,rest_deeply,failed,-1.2262,-0.00000,0.00000,-0.00000,-0.00000,-0.00000,0.000000,0.000000,0.000000,0.000000,0.000000
61,3,work,mask_work,environment,take_notes,delayed,-0.3014,-0.00000,0.00000,-0.00000,-0.00000,-0.00000,0.000000,0.000000,0.000000,0.000000,0.000000
62,3,work,mask_work,environment,deep_work,goal_achieved,3.1067,-0.00000,0.00000,-0.00000,-0.00000,-0.00000,0.000000,0.000000,0.000000,0.000000,0.000000
63,3,work,mask_work,environment,tidy_up,failed,-1.2496,0.00000,0.00000,-0.00000,-0.00000,0.00000,0.000000,0.000000,0.000000,0.000000,0.000000
64,3,home,mask_home,environment,take_notes,failed,-1.9351,-0.00000,-0.00000,-0.00000,-0.00000,0.00000,0.000000,0.000000,0.000000,0.000000,0.000000
65,3,home,mask_home,environment,network_actively,delayed,-0.6960,-0.00000,-0.00000,-0.00000,-0.00000,0.00000,0.000000,0.000000,0.000000,0.000000,0.000000
66,3,home,mask_home,environment,tidy_up,goal_achieved,2.9162,-0.00000,-0.00000,-0.00000,-0.00000,0.00000,0.000000,0.000000,0.000000,0.000000,0.000000
67,3,home,mask_home,environment,rest_deeply,goal_achieved,2.8327,-0.00000,-0.00000,-0.00000,-0.00000,0.00000,0.000000,0.000000,0.000000,0.000000,0.000000
68,3,home,mask_home,environment,rest_deeply,goal_achieved,2.8327,-0.00000,-0.00000,-0.00000,-0.00000,0.00000,0.000000,0.000000,0.000000,0.000000,0.000000
69,3,home,mask_home,environment,network_actively,failed,-1.5907,-0.00000,-0.00000,-0.00000,-0.00000,0.00000,0.000000,0.000000,0.000000,0.000000,0.000000
70,3,home,mask_home,environment,network_actively,failed,-1.5907,-0.00000,-0.00000,-0.00000,-0.00000,0.00000,0.000000,0.000000,0.000000,0.000000,0.000000
71,3,home,mask_home,environment,network_actively,failed,-1.5907,-0.00000,-0.00000,-0.00000,-0.00000,0.00000,0.000000,0.000000,0.000000,0.000000,0.000000
72,3,home,mask_home,environment,tidy_up,goal_achieved,2.9214,-0.00000,-0.00000,-0.00000,-0.00000,0.00000,0.000000,0.000000,0.000000,0.000000,0.000000
73,3,conference,mask_conference,environment,network_actively,goal_achieved,1.4360,0.00000,-0.00000,0.00000,0.00000,0.00000,0.000000,0.000000,0.000000,0.000000,0.000000
74,3,conference,mask_conference,environment,take_notes,delayed,-1.9603,0.00000,-0.00000,0.00000,0.00000,0.00000,0.000000,0.000000,0.000000,0.000000,0.000000
75,3,conference,mask_conference,environment,network_actively,goal_achieved,1.5596,0.00000,-0.00000,0.00000,0.00000,0.00000,0.000000,0.000000,0.000000,0.000000,0.000000
76,3,conference,mask_conference,environment,tidy_up,failed,-3.1030,0.00000,-0.00000,0.00000,0.00000,0.00000,0.000000,0.000000,0.000000,0.000000,0.000000
77,3,conference,mask_conference,environment,rest_deeply,failed,-3.0039,0.00000,-0.00000,0.00000,0.00000,0.00000,0.000000,0.000000,0.000000,0.000000,0.000000
78,3,conference,mask_conference,environment,network_actively,delayed,-0.1989,-0.00000,-0.00000,0.00000,-0.00000,0.00000,-0.000000,0.000000,0.000000,-0.000000,0.000000
79,3,conference,mask_conference,environment,rest_deeply,goal_achieved,1.4948,-0.00000,-0.00000,0.00000,0.00000,0.00000,0.000000,0.000000,0.000000,0.000000,0.000000
80,3,conference,mask_conference,environment,network_actively,goal_achieved,1.4023,0.00000,-0.00000,0.00000,0.00000,0.00000,0.000000,0.000000,0.000000,0.000000,0.000000
81,3,conference,mask_conference,environment,network_actively,goal_achieved,1.4023,0.00000,-0.00000,0.00000,0.00000,0.00000,0.000000,0.000000,0.000000,0.000000,0.000000
82,4,work,mask_work,environment,take_notes,delayed,-0.1536,-0.00000,0.00000,-0.00000,-0.00000,0.00000,-0.000000,0.000000,0.000000,0.000000,0.000000
83,4,work,mask_work,environment,take_notes,goal_achieved,3.2256,0.00000,0.00000,-0.00000,-0.00000,-0.00000,0.000000,0.000000,0.000000,0.000000,-0.000000
84,4,work,mask_work,environment,take_notes,failed,-1.2800,-0.00000,0.00000,-0.00000,-0.00000,0.00000,-0.000000,0.000000,0.000000,0.000000,0.000000
85,4,work,mask_work,environment,network_actively,failed,-1.1667,-0.00000,0.00000,-0.00000,-0.00000,0.00000,0.000000,0.000000,0.000000,0.000000,0.000000
86,4,work,mask_work,environment,network_actively,failed,-1.1667,-0.00000,0.00000,-0.00000,-0.00000,0.00000,0.000000,0.000000,0.000000,0.000000,0.000000
87,4,work,mask_work,environment,deep_work,goal_achieved,3.3209,0.00000,0.00000,-0.00000,-0.00000,-0.00000,0.000000,0.000000,0.000000,0.000000,-0.000000
88,4,work,mask_work,environment,network_actively,failed,-1.1880,-0.00000,0.00000,-0.00000,-0.00000,0.00000,-0.000000,0.000000,0.000000,0.000000,0.000000
89,4,work,mask_work,environment,network_actively,goal_achieved,1.2165,0.00000,-0.00000,0.00000,0.00000,-0.00000,0.000000,-0.000000,0.000000,0.000000,-0.000000
90,4,work,mask_work,environment,rest_deeply,failed,-1.1993,0.00000,0.00000,-0.00000,-0.00000,-0.00000,0.000000,0.000000,-0.000000,-0.000000,0.000000
91,4,home,mask_home,environment,quick_scan,failed,-1.4357,-0.00000,0.00000,-0.00000,-0.00000,-0.00000,0.000000,0.000000,0.000000,0.000000,-0.000000
92,4,home,mask_home,environment,tidy_up,goal_achieved,3.0937,-0.00000,-0.00000,-0.00000,-0.00000,0.00000,0.000000,-0.000000,0.000000,0.000000,0.000000
93,4,home,mask_home,environment,network_actively,failed,-1.4184,-0.00000,0.00000,-0.00000,-0.00000,0.00000,0.000000,0.000000,0.000000,0.000000,0.000000
94,4,home,mask_home,environment,rest_deeply,goal_achieved,3.1537,-0.00000,-0.00000,-0.00000,-0.00000,0.00000,0.000000,-0.000000,0.000000,0.000000,0.000000
95,4,home,mask_home,environment,network_actively,goal_achieved,0.9633,-0.00000,-0.00000,0.00000,0.00000,0.00000,0.000000,0.000000,0.000000,0.000000,0.000000
96,4,home,mask_home,environment,tidy_up,goal_achieved,2.9743,-0.00000,-0.00000,-0.00000,-0.00000,0.00000,0.000000,0.000000,-0.000000,-0.000000,0.000000
97,4,home,mask_home,environment,network_actively,goal_achieved,0.9633,-0.00000,-0.00000,0.00000,0.00000,0.00000,0.000000,0.000000,0.000000,0.000000,0.000000
98,4,home,mask_home,environment,take_notes,failed,-2.1741,-0.00000,-0.00000,-0.00000,-0.00000,0.00000,0.000000,0.000000,-0.000000,-0.000000,0.000000
99,4,home,mask_home,environment,network_actively,goal_achieved,0.9633,-0.00000,-0.00000,0.00000,0.00000,0.00000,0.000000,0.000000,0.000000,0.000000,0.000000
100,4,conference,mask_conference,environment,network_actively,goal_achieved,1.4023,0.00000,-0.00000,0.00000,0.00000,0.00000,0.000000,0.000000,0.000000,0.000000,0.000000
101,4,conference,mask_conference,environment,quick_scan,delayed,-1.5387,0.00000,-0.00000,0.00000,0.00000,-0.00000,0.000000,0.000000,0.000000,0.000000,-0.000000
102,4,conference,mask_conference,environment,rest_deeply,delayed,-1.6640,0.00000,-0.00000,0.00000,0.00000,0.00000,0.000000,0.000000,0.000000,0.000000,0.000000
103,4,conference,mask_conference,environment,rest_deeply,failed,-2.7623,0.00000,-0.00000,0.00000,0.00000,0.00000,0.000000,0.000000,0.000000,0.000000,0.000000
104,4,conference,mask_conference,environment,deep_work,failed,-3.1072,0.00000,-0.00000,0.00000,0.00000,0.00000,0.000000,0.000000,0.000000,0.000000,0.000000
105,4,conference,mask_conference,environment,network_actively,goal_achieved,1.6822,0.00000,-0.00000,0.00000,0.00000,0.00000,0.000000,0.000000,0.000000,0.000000,0.000000
106,4,conference,mask_conference,environment,quick_scan,delayed,-1.4680,0.00000,-0.00000,0.00000,0.00000,-0.00000,0.000000,0.000000,0.000000,0.000000,-0.000000
107,4,conference,mask_conference,environment,tidy_up,delayed,-1.7681,0.00000,-0.00000,0.00000,0.00000,0.00000,0.000000,0.000000,0.000000,0.000000,0.000000
108,4,conference,mask_conference,environment,network_actively,delayed,-0.0715,-0.00000,-0.00000,0.00000,-0.00000,0.00000,-0.000000,0.000000,0.000000,-0.000000,0.000000
109,5,work,mask_work,environment,rest_deeply,failed,-1.1993,0.00000,0.00000,-0.00000,-0.00000,-0.00000,0.000000,0.000000,0.000000,0.000000,0.000000
110,5,work,mask_work,environment,rest_deeply,delayed,-0.1010,0.00000,0.00000,-0.00000,-0.00000,-0.00000,0.000000,0.000000,0.000000,0.000000,0.000000
111,5,work,mask_work,environment,network_actively,delayed,-0.5111,0.00000,0.00000,-0.00000,-0.00000,-0.00000,0.000000,0.000000,0.000000,0.000000,0.000000
112,5,work,mask_work,environment,network_actively,delayed,-0.5111,0.00000,0.00000,-0.00000,-0.00000,-0.00000,0.000000,0.000000,0.000000,0.000000,0.000000
113,5,work,mask_work,environment,network_actively,failed,-1.1122,-0.00000,0.00000,-0.00000,-0.00000,-0.00000,-0.000000,0.000000,0.000000,0.000000,0.000000
114,5,work,mask_work,environment,quick_scan,failed,-1.1214,0.00000,0.00000,-0.00000,-0.00000,-0.00000,0.000000,0.000000,0.000000,0.000000,0.000000
115,5,work,mask_work,environment,rest_deeply,goal_achieved,3.2692,-0.00000,0.00000,-0.00000,-0.00000,0.00000,-0.000000,0.000000,0.000000,0.000000,0.000000
116,5,work,mask_work,environment,deep_work,goal_achieved,3.2606,0.00000,0.00000,-0.00000,-0.00000,-0.00000,0.000000,0.000000,0.000000,0.000000,-0.000000
117,5,work,mask_work,environment,network_actively,failed,-1.0982,-0.00000,0.00000,-0.00000,-0.00000,-0.00000,-0.000000,0.000000,0.000000,0.000000,0.000000
118,5,home,mask_home,environment,network_actively,failed,-1.4412,-0.00000,0.00000,-0.00000,-0.00000,0.00000,0.000000,0.000000,-0.000000,-0.000000,0.000000
119,5,home,mask_home,environment,network_actively,goal_achieved,0.9633,-0.00000,-0.00000,0.00000,0.00000,0.00000,0.000000,-0.000000,0.000000,0.000000,0.000000
120,5,home,mask_home,environment,network_actively,failed,-1.4412,-0.00000,0.00000,-0.00000,-0.00000,0.00000,0.000000,0.000000,-0.000000,-0.000000,0.000000
121,5,home,mask_home,environment,network_actively,delayed,-0.8401,-0.00000,-0.00000,-0.00000,-0.00000,0.00000,0.000000,-0.000000,0.000000,0.000000,0.000000
122,5,home,mask_home,environment,quick_scan,failed,-1.7725,-0.00000,0.00000,-0.00000,-0.00000,-0.00000,0.000000,0.000000,0.000000,0.000000,-0.000000
123,5,home,mask_home,environment,quick_scan,goal_achieved,2.7106,-0.00000,-0.00000,-0.00000,-0.00000,0.00000,0.000000,-0.000000,0.000000,0.000000,0.000000
124,5,home,mask_home,environment,tidy_up,goal_achieved,2.7913,-0.00000,-0.00000,-0.00000,-0.00000,0.00000,0.000000,0.000000,0.000000,0.000000,0.000000
125,5,home,mask_home,environment,network_actively,failed,-1.4067,-0.00000,0.00000,-0.00000,-0.00000,0.00000,0.000000,0.000000,0.000000,0.000000,0.000000
126,5,home,mask_home,environment,quick_scan,failed,-1.7396,-0.00000,0.00000,-0.00000,-0.00000,-0.00000,0.000000,0.000000,0.000000,0.000000,-0.000000
127,5,conference,mask_conference,environment,rest_deeply,failed,-2.6137,0.00000,-0.00000,0.00000,0.00000,0.00000,0.000000,0.000000,0.000000,0.000000,0.000000
128,5,conference,mask_conference,environment,deep_work,goal_achieved,1.6041,0.00000,-0.00000,0.00000,0.00000,-0.00000,0.000000,0.000000,0.000000,0.000000,-0.000000
129,5,conference,mask_conference,environment,network_actively,goal_achieved,1.6682,0.00000,-0.00000,0.00000,0.00000,0.00000,0.000000,0.000000,0.000000,0.000000,0.000000
130,5,conference,mask_conference,environment,network_actively,goal_achieved,1.6682,0.00000,-0.00000,0.00000,0.00000,0.00000,0.000000,0.000000,0.000000,0.000000,0.000000
131,5,conference,mask_conference,environment,network_actively,goal_achieved,1.6682,0.00000,-0.00000,0.00000,0.00000,0.00000,0.000000,0.000000,0.000000,0.000000,0.000000
132,5,conference,mask_conference,environment,network_actively,goal_achieved,1.6682,0.00000,-0.00000,0.00000,0.00000,0.00000,0.000000,0.000000,0.000000,0.000000,0.000000
133,5,conference,mask_conference,environment,deep_work,delayed,-1.8850,0.00000,-0.00000,0.00000,0.00000,0.00000,0.000000,0.000000,0.000000,0.000000,0.000000
134,5,conference,mask_conference,environment,network_actively,goal_achieved,1.6789,0.00000,-0.00000,0.00000,0.00000,0.00000,0.000000,0.000000,0.000000,0.000000,0.000000
135,5,conference,mask_conference,environment,quick_scan,goal_achieved,1.8339,0.00000,-0.00000,0.00000,0.00000,0.00000,0.000000,0.000000,0.000000,0.000000,0.000000
136,6,work,mask_work,environment,network_actively,delayed,-0.4970,0.00000,0.00000,-0.00000,-0.00000,-0.00000,0.000000,0.000000,0.000000,0.000000,0.000000
137,6,work,mask_work,environment,network_actively,delayed,-0.4970,0.00000,0.00000,-0.00000,-0.00000,-0.00000,0.000000,0.000000,0.000000,0.000000,0.000000
138,6,work,mask_work,environment,rest_deeply,delayed,-0.0486,0.00000,0.00000,-0.00000,-0.00000,-0.00000,0.000000,0.000000,0.000000,0.000000,0.000000
139,6,work,mask_work,environment,network_actively,failed,-1.0918,-0.00000,0.00000,-0.00000,-0.00000,-0.00000,-0.000000,0.000000,0.000000,0.000000,0.000000
140,6,work,mask_work,environment,network_actively,failed,-1.0918,-0.00000,0.00000,-0.00000,-0.00000,-0.00000,0.000000,0.000000,0.000000,0.000000,0.000000
141,6,work,mask_work,environment,deep_work,goal_achieved,3.2947,0.00000,0.00000,-0.00000,-0.00000,-0.00000,0.000000,0.000000,0.000000,0.000000,0.000000
142,6,work,mask_work,environment,network_actively,failed,-1.1033,-0.00000,0.00000,-0.00000,-0.00000,-0.00000,-0.000000,0.000000,0.000000,0.000000,0.000000
143,6,work,mask_work,environment,network_actively,failed,-1.1033,-0.00000,0.00000,-0.00000,-0.00000,-0.00000,0.000000,0.000000,0.000000,0.000000,0.000000
144,6,work,mask_work,environment,network_actively,failed,-1.1033,-0.00000,0.00000,-0.00000,-0.00000,-0.00000,0.000000,0.000000,0.000000,0.000000,0.000000
145,6,home,mask_home,environment,rest_deeply,goal_achieved,2.9289,-0.00000,-0.00000,-0.00000,-0.00000,0.00000,0.000000,-0.000000,0.000000,0.000000,0.000000
146,6,home,mask_home,environment,rest_deeply,goal_achieved,2.9289,-0.00000,-0.00000,-0.00000,-0.00000,0.00000,0.000000,0.000000,0.000000,0.000000,0.000000
147,6,home,mask_home,environment,network_actively,delayed,-0.7799,-0.00000,-0.00000,-0.00000,-0.00000,0.00000,0.000000,0.000000,0.000000,0.000000,0.000000
148,6,home,mask_home,environment,network_actively,failed,-1.3810,-0.00000,0.00000,-0.00000,-0.00000,0.00000,0.000000,0.000000,0.000000,0.000000,0.000000
149,6,home,mask_home,environment,network_actively,failed,-1.3810,-0.00000,0.00000,-0.00000,-0.00000,0.00000,0.000000,0.000000,0.000000,0.000000,0.000000
150,6,home,mask_home,environment,network_actively,failed,-1.3810,-0.00000,0.00000,-0.00000,-0.00000,0.00000,0.000000,0.000000,0.000000,0.000000,0.000000
151,6,home,mask_home,environment,quick_scan,goal_achieved,2.8025,-0.00000,-0.00000,-0.00000,-0.00000,0.00000,0.000000,-0.000000,0.000000,0.000000,0.000000
152,6,home,mask_home,environment,take_notes,failed,-2.1380,-0.00000,-0.00000,-0.00000,-0.00000,0.00000,0.000000,0.000000,0.000000,0.000000,0.000000
153,6,home,mask_home,environment,network_actively,delayed,-0.8168,-0.00000,-0.00000,-0.00000,-0.00000,0.00000,0.000000,0.000000,0.000000,0.000000,0.000000
154,6,conference,mask_conference,environment,network_actively,goal_achieved,1.6143,0.00000,-0.00000,0.00000,0.00000,0.00000,0.000000,0.000000,0.000000,0.000000,0.000000
155,6,conference,mask_conference,environment,tidy_up,delayed,-1.8893,0.00000,-0.00000,0.00000,0.00000,0.00000,0.000000,0.000000,0.000000,0.000000,0.000000
156,6,conference,mask_conference,environment,network_actively,goal_achieved,1.6068,0.00000,-0.00000,0.00000,0.00000,0.00000,0.000000,0.000000,0.000000,0.000000,0.000000
157,6,conference,mask_conference,environment,deep_work,failed,-3.1337,0.00000,-0.00000,0.00000,0.00000,0.00000,0.000000,0.000000,0.000000,0.000000,0.000000
158,6,conference,mask_conference,environment,network_actively,goal_achieved,1.6317,0.00000,-0.00000,0.00000,0.00000,0.00000,0.000000,0.000000,0.000000,0.000000,0.000000
159,6,conference,mask_conference,environment,tidy_up,failed,-3.0444,0.00000,-0.00000,0.00000,0.00000,0.00000,0.000000,0.000000,0.000000,0.000000,0.000000
160,6,conference,mask_conference,environment,rest_deeply,goal_achieved,1.5653,-0.00000,-0.00000,0.00000,0.00000,0.00000,-0.000000,0.000000,0.000000,0.000000,0.000000
161,6,conference,mask_conference,environment,quick_scan,goal_achieved,1.7652,0.00000,-0.00000,0.00000,0.00000,0.00000,0.000000,0.000000,0.000000,0.000000,0.000000
162,6,conference,mask_conference,environment,deep_work,failed,-3.2372,-0.00000,-0.00000,0.00000,0.00000,0.00000,-0.000000,0.000000,0.000000,0.000000,0.000000
163,7,work,mask_work,environment,network_actively,delayed,-0.5022,0.00000,0.00000,-0.00000,-0.00000,-0.00000,0.000000,0.000000,0.000000,0.000000,0.000000
164,7,work,mask_work,environment,network_actively,delayed,-0.5022,0.00000,0.00000,-0.00000,-0.00000,-0.00000,0.000000,0.000000,0.000000,0.000000,0.000000
165,7,work,mask_work,environment,network_actively,failed,-1.1033,-0.00000,0.00000,-0.00000,-0.00000,-0.00000,-0.000000,0.000000,0.000000,0.000000,0.000000
