update,episode,circumstance,mask,partner,style,outcome,chosen_regret,o,c,e,a,n,step_o,step_c,step_e,step_a,step_n
79,3,conference,mask_conference,environment,network_actively,delayed,-0.2025,0.01674,-0.00740,0.07589,0.04212,-0.01915,0.000756,0.002115,-0.001383,-0.000637,-0.001058
80,3,conference,mask_conference,environment,deep_work,failed,-3.0418,0.01745,-0.00799,0.08056,0.04454,-0.01985,0.000703,-0.000586,0.004667,0.002417,-0.000695
81,3,conference,mask_conference,environment,network_actively,goal_achieved,1.5997,0.01857,-0.00810,0.08524,0.04691,-0.02100,0.001124,-0.000112,0.004684,0.002376,-0.001156
82,4,work,mask_work,environment,quick_scan,goal_achieved,3.0524,0.01364,0.00212,0.00749,-0.00316,0.00058,0.000092,-0.000924,0.001350,-0.000367,0.000883
83,4,work,mask_work,environment,network_actively,failed,-0.8202,0.01366,0.00264,0.00567,-0.00461,0.00105,0.000028,0.000522,-0.001827,-0.001451,0.000472
84,4,work,mask_work,environment,network_actively,goal_achieved,1.5774,0.01443,0.00074,0.01131,-0.00258,0.00118,0.000762,-0.001903,0.005644,0.002035,0.000122
85,4,work,mask_work,environment,deep_work,goal_achieved,2.7177,0.01513,0.00114,0.01156,-0.00317,0.00105,0.000706,0.000399,0.000248,-0.000589,-0.000128
86,4,work,mask_work,environment,network_actively,delayed,-0.4394,0.01572,0.00193,0.01059,-0.00432,0.00098,0.000586,0.000790,-0.000966,-0.001158,-0.000069
87,4,work,mask_work,environment,network_actively,goal_achieved,1.3462,0.01686,0.00092,0.01520,-0.00287,0.00063,0.001141,-0.001006,0.004610,0.001452,-0.000348
88,4,work,mask_work,environment,network_actively,goal_achieved,1.3366,0.01799,-0.00008,0.01980,-0.00142,0.00028,0.001132,-0.001002,0.004597,0.001455,-0.000348
89,4,work,mask_work,environment,network_actively,delayed,-0.4381,0.01856,0.00069,0.01884,-0.00257,0.00024,0.000564,0.000764,-0.000957,-0.001152,-0.000048
90,4,work,mask_work,environment,quick_scan,goal_achieved,2.7011,0.01903,0.00051,0.01950,-0.00337,0.00067,0.000472,-0.000174,0.000658,-0.000803,0.000438
91,4,home,mask_home,environment,network_actively,goal_achieved,0.8692,-0.02270,0.00516,-0.08338,-0.03184,0.00252,-0.000588,-0.001938,0.002199,0.001520,0.000278
92,4,home,mask_home,environment,quick_scan,delayed,-0.9064,-0.02367,0.00555,-0.08720,-0.03275,0.00254,-0.000963,0.000395,-0.003818,-0.000914,0.000026
93,4,home,mask_home,environment,deep_work,goal_achieved,2.2860,-0.02416,0.00697,-0.09214,-0.03435,0.00203,-0.000488,0.001419,-0.004938,-0.001592,-0.000518
94,4,home,mask_home,environment,network_actively,failed,-1.7984,-0.02514,0.00839,-0.09830,-0.03635,0.00189,-0.000980,0.001417,-0.006158,-0.002005,-0.000135
95,4,home,mask_home,environment,take_notes,failed,-2.1120,-0.02649,0.00819,-0.10157,-0.03711,0.00190,-0.001352,-0.000197,-0.003272,-0.000757,0.000004
96,4,home,mask_home,environment,deep_work,delayed,-0.9498,-0.02791,0.00775,-0.10460,-0.03758,0.00227,-0.001426,-0.000444,-0.003029,-0.000468,0.000376
97,4,home,mask_home,environment,network_actively,delayed,-0.9956,-0.02902,0.00792,-0.10823,-0.03843,0.00230,-0.001110,0.000169,-0.003631,-0.000854,0.000026
98,4,home,mask_home,environment,network_actively,delayed,-1.0018,-0.03014,0.00808,-0.11186,-0.03928,0.00233,-0.001117,0.000162,-0.003636,-0.000853,0.000029
99,4,home,mask_home,environment,network_actively,failed,-1.6932,-0.03143,0.00894,-0.11747,-0.04100,0.00236,-0.001286,0.000855,-0.005610,-0.001712,0.000036
100,4,conference,mask_conference,environment,deep_work,failed,-3.0774,0.01929,-0.00867,0.08991,0.04934,-0.02173,0.000720,-0.000571,0.004662,0.002431,-0.000725
101,4,conference,mask_conference,environment,network_actively,goal_achieved,1.6385,0.02032,-0.00900,0.09482,0.05187,-0.02278,0.001029,-0.000329,0.004915,0.002529,-0.001055
102,4,conference,mask_conference,environment,tidy_up,failed,-2.9046,0.02159,-0.00970,0.09950,0.05415,-0.02358,0.001270,-0.000695,0.004675,0.002274,-0.000798
103,4,conference,mask_conference,environment,network_actively,delayed,0.1763,0.02227,-0.00915,0.09977,0.05426,-0.02395,0.000682,0.000547,0.000278,0.000116,-0.000372
104,4,conference,mask_conference,environment,network_actively,goal_achieved,1.7769,0.02364,-0.01006,0.10520,0.05692,-0.02484,0.001370,-0.000906,0.005425,0.002655,-0.000883
105,4,conference,mask_conference,environment,network_actively,goal_achieved,1.7652,0.02501,-0.01094,0.11059,0.05957,-0.02574,0.001370,-0.000885,0.005393,0.002654,-0.000901
106,4,conference,mask_conference,environment,take_notes,delayed,-1.5667,0.02608,-0.01195,0.11553,0.06197,-0.02648,0.001067,-0.001005,0.004942,0.002397,-0.000748
107,4,conference,mask_conference,environment,rest_deeply,goal_achieved,1.8754,0.02635,-0.01371,0.11797,0.06396,-0.02689,0.000269,-0.001762,0.002436,0.001992,-0.000408
108,4,conference,mask_conference,environment,network_actively,goal_achieved,1.6750,0.02728,-0.01516,0.12291,0.06666,-0.02765,0.000933,-0.001453,0.004943,0.002696,-0.000760
109,5,work,mask_work,environment,network_actively,failed,-1.0960,0.01933,0.00172,0.01674,-0.00551,0.00091,0.000300,0.001203,-0.002762,-0.002140,0.000237
110,5,work,mask_work,environment,network_actively,delayed,-0.5095,0.01982,0.00235,0.01581,-0.00679,0.00103,0.000496,0.000631,-0.000928,-0.001275,0.000124
111,5,work,mask_work,environment,network_actively,delayed,-0.5109,0.02033,0.00299,0.01487,-0.00807,0.00115,0.000501,0.000640,-0.000936,-0.001278,0.000117
112,5,work,mask_work,environment,network_actively,goal_achieved,1.2683,0.02137,0.00182,0.01950,-0.00673,0.00099,0.001041,-0.001164,0.004631,0.001339,-0.000161
113,5,work,mask_work,environment,network_actively,delayed,-0.5114,0.02186,0.00245,0.01857,-0.00800,0.00112,0.000490,0.000629,-0.000935,-0.001278,0.000128
114,5,work,mask_work,environment,quick_scan,delayed,-0.6108,0.02281,0.00330,0.01875,-0.00821,0.00041,0.000951,0.000843,0.000183,-0.000204,-0.000705
115,5,work,mask_work,environment,rest_deeply,failed,-1.9726,0.02364,0.00380,0.01942,-0.00870,0.00021,0.000831,0.000503,0.000666,-0.000494,-0.000201
116,5,work,mask_work,environment,network_actively,goal_achieved,1.3479,0.02479,0.00284,0.02408,-0.00724,-0.00016,0.001149,-0.000963,0.004661,0.001463,-0.000368
117,5,work,mask_work,environment,network_actively,failed,-1.0122,0.02522,0.00427,0.02134,-0.00927,-0.00014,0.000430,0.001433,-0.002742,-0.002030,0.000015
118,5,home,mask_home,environment,deep_work,delayed,-0.9490,-0.03290,0.00848,-0.12060,-0.04149,0.00276,-0.001472,-0.000461,-0.003122,-0.000493,0.000398
119,5,home,mask_home,environment,deep_work,failed,-2.0593,-0.03464,0.00747,-0.12315,-0.04162,0.00345,-0.001738,-0.001010,-0.002555,-0.000135,0.000691
120,5,home,mask_home,environment,network_actively,failed,-1.6352,-0.03610,0.00798,-0.12845,-0.04312,0.00366,-0.001459,0.000517,-0.005299,-0.001501,0.000211
121,5,home,mask_home,environment,take_notes,failed,-1.9683,-0.03779,0.00723,-0.13137,-0.04360,0.00398,-0.001691,-0.000748,-0.002919,-0.000471,0.000317
122,5,home,mask_home,environment,tidy_up,goal_achieved,2.7963,-0.03947,0.00734,-0.13509,-0.04434,0.00411,-0.001681,0.000102,-0.003726,-0.000744,0.000132
123,5,home,mask_home,environment,quick_scan,failed,-1.9051,-0.04086,0.00741,-0.13876,-0.04491,0.00405,-0.001388,0.000073,-0.003669,-0.000569,-0.000058
124,5,home,mask_home,environment,network_actively,failed,-1.6032,-0.04245,0.00795,-0.14405,-0.04627,0.00413,-0.001591,0.000541,-0.005293,-0.001365,0.000080
125,5,home,mask_home,environment,rest_deeply,goal_achieved,3.0718,-0.04392,0.00790,-0.14773,-0.04694,0.00423,-0.001472,-0.000053,-0.003677,-0.000666,0.000094
126,5,home,mask_home,environment,tidy_up,failed,-1.6932,-0.04455,0.00661,-0.15051,-0.04744,0.00470,-0.000631,-0.001291,-0.002777,-0.000500,0.000476
127,5,conference,mask_conference,environment,network_actively,goal_achieved,1.6638,0.02822,-0.01658,0.12782,0.06935,-0.02844,0.000941,-0.001417,0.004910,0.002693,-0.000783
128,5,conference,mask_conference,environment,quick_scan,delayed,-1.7499,0.02891,-0.01801,0.13193,0.07141,-0.02881,0.000690,-0.001427,0.004112,0.002062,-0.000377
129,5,conference,mask_conference,environment,network_actively,delayed,0.0942,0.02909,-0.01815,0.13187,0.07155,-0.02894,0.000184,-0.000148,-0.000067,0.000144,-0.000123
130,5,conference,mask_conference,environment,network_actively,goal_achieved,1.6184,0.03002,-0.01955,0.13672,0.07419,-0.02970,0.000928,-0.001396,0.004849,0.002639,-0.000761
131,5,conference,mask_conference,environment,network_actively,goal_achieved,1.6072,0.03096,-0.02091,0.14153,0.07683,-0.03048,0.000935,-0.001359,0.004814,0.002635,-0.000784
132,5,conference,mask_conference,environment,rest_deeply,failed,-2.7179,0.03202,-0.02179,0.14626,0.07915,-0.03127,0.001060,-0.000880,0.004729,0.002324,-0.000791
133,5,conference,mask_conference,environment,network_actively,goal_achieved,1.6238,0.03303,-0.02302,0.15121,0.08181,-0.03212,0.001012,-0.001236,0.004949,0.002660,-0.000851
134,5,conference,mask_conference,environment,rest_deeply,delayed,-1.6139,0.03391,-0.02403,0.15530,0.08404,-0.03287,0.000884,-0.001008,0.004091,0.002230,-0.000749
135,5,conference,mask_conference,environment,tidy_up,failed,-3.0155,0.03480,-0.02501,0.15937,0.08627,-0.03364,0.000889,-0.000984,0.004066,0.002227,-0.000764
136,6,work,mask_work,environment,rest_deeply,delayed,-0.8782,0.02580,0.00450,0.02136,-0.00984,-0.00022,0.000588,0.000226,0.000027,-0.000577,-0.000083
137,6,work,mask_work,environment,network_actively,goal_achieved,1.3199,0.02691,0.00349,0.02590,-0.00840,-0.00057,0.001101,-0.001010,0.004536,0.001445,-0.000348
138,6,work,mask_work,environment,take_notes,goal_achieved,2.3787,0.02820,0.00499,0.02498,-0.00943,-0.00093,0.001299,0.001509,-0.000925,-0.001027,-0.000356
139,6,work,mask_work,environment,take_notes,delayed,-0.9966,0.02885,0.00516,0.02562,-0.00983,-0.00105,0.000641,0.000166,0.000648,-0.000401,-0.000121
140,6,work,mask_work,environment,deep_work,goal_achieved,2.5312,0.02966,0.00569,0.02584,-0.01040,-0.00124,0.000818,0.000529,0.000219,-0.000572,-0.000186
141,6,work,mask_work,environment,network_actively,goal_achieved,1.2513,0.03085,0.00489,0.03010,-0.00906,-0.00162,0.001191,-0.000803,0.004261,0.001344,-0.000384
142,6,work,mask_work,environment,network_actively,failed,-1.0984,0.03135,0.00650,0.02697,-0.01121,-0.00163,0.000496,0.001617,-0.003129,-0.002159,-0.000009
143,6,work,mask_work,environment,network_actively,delayed,-0.5172,0.03203,0.00754,0.02567,-0.01251,-0.00175,0.000683,0.001036,-0.001305,-0.001292,-0.000119
144,6,work,mask_work,environment,network_actively,failed,-1.1103,0.03256,0.00921,0.02250,-0.01468,-0.00179,0.000525,0.001668,-0.003173,-0.002177,-0.000043
145,6,home,mask_home,environment,deep_work,goal_achieved,2.4864,-0.04524,0.00758,-0.15536,-0.04892,0.00419,-0.000686,0.000975,-0.004854,-0.001485,-0.000515
146,6,home,mask_home,environment,rest_deeply,goal_achieved,3.0794,-0.04647,0.00743,-0.15906,-0.04968,0.00427,-0.001236,-0.000147,-0.003696,-0.000753,0.000086
147,6,home,mask_home,environment,network_actively,failed,-1.6230,-0.04784,0.00786,-0.16438,-0.05112,0.00435,-0.001372,0.000428,-0.005319,-0.001444,0.000076
148,6,home,mask_home,environment,network_actively,delayed,-0.9142,-0.04907,0.00756,-0.16772,-0.05172,0.00445,-0.001225,-0.000305,-0.003340,-0.000597,0.000103
149,6,home,mask_home,environment,rest_deeply,goal_achieved,3.0721,-0.05033,0.00739,-0.17147,-0.05249,0.00456,-0.001264,-0.000165,-0.003756,-0.000773,0.000103
150,6,home,mask_home,environment,network_actively,goal_achieved,1.2510,-0.05111,0.00490,-0.16888,-0.05056,0.00475,-0.000775,-0.002488,0.002593,0.001928,0.000189
151,6,home,mask_home,environment,network_actively,delayed,-0.9227,-0.05234,0.00458,-0.17224,-0.05116,0.00486,-0.001236,-0.000320,-0.003362,-0.000599,0.000110
152,6,home,mask_home,environment,tidy_up,delayed,-0.7039,-0.05317,0.00369,-0.17532,-0.05175,0.00516,-0.000824,-0.000890,-0.003080,-0.000585,0.000301
153,6,home,mask_home,environment,network_actively,delayed,-0.9002,-0.05435,0.00325,-0.17862,-0.05233,0.00531,-0.001177,-0.000443,-0.003298,-0.000585,0.000151
154,6,conference,mask_conference,environment,quick_scan,goal_achieved,1.4856,0.03498,-0.02719,0.16344,0.08730,-0.03276,0.000180,-0.002175,0.004073,0.001032,0.000873
155,6,conference,mask_conference,environment,tidy_up,failed,-3.1395,0.03576,-0.02830,0.16744,0.08932,-0.03329,0.000781,-0.001115,0.003999,0.002015,-0.000529
156,6,conference,mask_conference,environment,tidy_up,failed,-3.1483,0.03655,-0.02939,0.17140,0.09132,-0.03384,0.000785,-0.001088,0.003968,0.002009,-0.000544
157,6,conference,mask_conference,environment,network_actively,goal_achieved,1.4542,0.03748,-0.03062,0.17613,0.09374,-0.03453,0.000931,-0.001226,0.004726,0.002420,-0.000699
158,6,conference,mask_conference,environment,rest_deeply,delayed,-1.7866,0.03828,-0.03165,0.18006,0.09575,-0.03511,0.000798,-0.001035,0.003928,0.002009,-0.000581
159,6,conference,mask_conference,environment,network_actively,goal_achieved,1.4319,0.03922,-0.03281,0.18470,0.09816,-0.03585,0.000942,-0.001157,0.004646,0.002404,-0.000737
160,6,conference,mask_conference,environment,rest_deeply,goal_achieved,1.6192,0.03952,-0.03422,0.18683,0.09986,-0.03627,0.000297,-0.001410,0.002128,0.001700,-0.000419
161,6,conference,mask_conference,environment,take_notes,delayed,-2.0480,0.04026,-0.03524,0.19045,0.10182,-0.03687,0.000743,-0.001021,0.003612,0.001959,-0.000600
162,6,conference,mask_conference,environment,tidy_up,delayed,-2.0776,0.04088,-0.03599,0.19379,0.10371,-0.03757,0.000623,-0.000753,0.003343,0.001895,-0.000695
