episode,circumstance,interactions,outcome
83,work,9,-1.6667
83,home,9,0.5556
83,conference,9,0.0000
84,work,9,-1.6667
84,home,9,0.0000
84,conference,9,-0.5556
85,work,9,-1.1111
85,home,9,0.0000
85,conference,9,-0.2778
86,work,9,-1.3889
86,home,9,0.2778
86,conference,9,-0.8333
87,work,9,-1.1111
87,home,9,-1.1111
87,conference,9,0.0000
88,work,9,-0.2778
88,home,9,1.1111
88,conference,9,0.5556
89,work,9,-1.1111
89,home,9,-0.2778
89,conference,9,0.2778
90,work,9,-1.6667
90,home,9,0.0000
90,conference,9,-0.2778
91,work,9,-1.1111
91,home,9,-0.2778
91,conference,9,0.0000
92,work,9,-1.3889
92,home,9,0.5556
92,conference,9,-0.2778
93,work,9,-2.2222
93,home,9,0.2778
93,conference,9,-1.1111
94,work,9,-1.3889
94,home,9,-0.8333
94,conference,9,0.0000
95,work,9,-1.1111
95,home,9,0.0000
95,conference,9,0.2778
96,work,9,-0.8333
96,home,9,0.8333
96,conference,9,-1.6667
97,work,9,-0.8333
97,home,9,0.0000
97,conference,9,0.0000
98,work,9,-1.1111
98,home,9,0.5556
98,conference,9,-0.2778
99,work,9,-1.6667
99,home,9,-0.2778
99,conference,9,0.5556
100,work,9,-1.3889
100,home,9,0.0000
100,conference,9,-0.2778
101,work,9,-1.3889
101,home,9,-0.5556
101,conference,9,0.5556
102,work,9,-0.5556
102,home,9,0.5556
102,conference,9,-0.5556
103,work,9,-1.3889
103,home,9,-0.2778
103,conference,9,0.2778
104,work,9,-0.5556
104,home,9,-0.8333
104,conference,9,0.5556
105,work,9,-1.3889
105,home,9,-0.5556
105,conference,9,-0.2778
106,work,9,-1.3889
106,home,9,0.8333
106,conference,9,0.0000
107,work,9,-0.2778
107,home,9,-0.5556
107,conference,9,0.0000
108,work,9,-0.8333
108,home,9,1.1111
108,conference,9,-0.2778
109,work,9,-1.1111
109,home,9,0.5556
109,conference,9,-0.2778
110,work,9,-1.9444
110,home,9,-0.8333
110,conference,9,0.0000
111,work,9,-1.6667
111,home,9,-0.2778
111,conference,9,0.5556
112,work,9,-1.6667
112,home,9,0.5556
112,conference,9,0.8333
113,work,9,-1.1111
113,home,9,0.0000
113,conference,9,0.2778
114,work,9,-1.3889
114,home,9,-0.2778
114,conference,9,1.1111
115,work,9,-1.6667
115,home,9,-1.6667
115,conference,9,0.5556
116,work,9,-2.2222
116,home,9,0.8333
116,conference,9,0.0000
117,work,9,-1.9444
117,home,9,-0.2778
117,conference,9,1.1111
118,work,9,-1.1111
118,home,9,-0.5556
118,conference,9,-1.1111
119,work,9,-2.2222
119,home,9,0.0000
119,conference,9,-2.2222
120,work,9,-0.5556
120,home,9,-0.2778
120,conference,9,0.0000
