episode,circumstance,interactions,outcome
52,work,9,0.6944
52,home,9,0.9722
52,conference,9,0.6944
53,work,9,-0.2778
53,home,9,-0.2778
53,conference,9,1.6667
54,work,9,0.2778
54,home,9,0.1389
54,conference,9,1.1111
55,work,9,0.2778
55,home,9,0.1389
55,conference,9,1.2500
56,work,9,1.2500
56,home,9,0.0000
56,conference,9,2.0833
57,work,9,0.0000
57,home,9,-1.1111
57,conference,9,1.1111
58,work,9,-0.6944
58,home,9,0.6944
58,conference,9,1.2500
59,work,9,-0.1389
59,home,9,-0.4167
59,conference,9,2.0833
60,work,9,0.4167
60,home,9,0.2778
60,conference,9,1.1111
61,work,9,-0.2778
61,home,9,0.5556
61,conference,9,1.6667
62,work,9,0.5556
62,home,9,0.4167
62,conference,9,1.1111
63,work,9,0.2778
63,home,9,0.1389
63,conference,9,0.4167
64,work,9,0.1389
64,home,9,0.2778
64,conference,9,0.6944
65,work,9,-0.4167
65,home,9,0.0000
65,conference,9,0.8333
66,work,9,0.5556
66,home,9,0.5556
66,conference,9,1.9444
67,work,9,-1.2500
67,home,9,0.9722
67,conference,9,1.1111
68,work,9,-0.5556
68,home,9,-0.9722
68,conference,9,0.6944
69,work,9,-0.2778
69,home,9,-0.8333
69,conference,9,1.9444
70,work,9,-0.9722
70,home,9,-0.2778
70,conference,9,0.6944
71,work,9,1.1111
71,home,9,0.2778
71,conference,9,0.5556
72,work,9,0.2778
72,home,9,-0.5556
72,conference,9,1.5278
73,work,9,0.0000
73,home,9,0.8333
73,conference,9,1.5278
74,work,9,0.0000
74,home,9,0.0000
74,conference,9,0.9722
75,work,9,0.1389
75,home,9,-0.2778
75,conference,9,1.1111
76,work,9,-1.2500
76,home,9,0.5556
76,conference,9,0.4167
77,work,9,0.0000
77,home,9,-0.4167
77,conference,9,1.9444
78,work,9,0.4167
78,home,9,-0.9722
78,conference,9,1.2500
79,work,9,0.0000
79,home,9,0.1389
79,conference,9,1.2500
80,work,9,0.4167
80,home,9,1.2500
80,conference,9,1.5278
81,work,9,0.0000
81,home,9,0.9722
81,conference,9,1.6667
82,work,9,0.0000
82,home,9,1.6667
82,conference,9,-0.1389
83,work,9,0.5556
83,home,9,1.2500
83,conference,9,0.6944
84,work,9,0.9722
84,home,9,0.0000
84,conference,9,1.5278
85,work,9,0.2778
85,home,9,0.5556
85,conference,9,0.8333
86,work,9,-0.2778
86,home,9,0.6944
86,conference,9,0.2778
87,work,9,0.0000
87,home,9,0.8333
87,conference,9,0.2778
88,work,9,0.2778
88,home,9,-0.4167
88,conference,9,1.2500
89,work,9,0.5556
89,home,9,1.1111
89,conference,9,1.6667
90,work,9,-0.4167
90,home,9,0.1389
90,conference,9,0.4167
91,work,9,-0.5556
91,home,9,0.6944
91,conference,9,1.1111
92,work,9,0.1389
92,home,9,0.0000
92,conference,9,1.6667
93,work,9,0.9722
93,home,9,0.9722
93,conference,9,1.6667
94,work,9,1.5278
94,home,9,0.2778
94,conference,9,0.2778
95,work,9,0.5556
95,home,9,1.1111
95,conference,9,2.0833
96,work,9,0.8333
96,home,9,1.5278
96,conference,9,1.5278
97,work,9,-0.6944
97,home,9,1.2500
97,conference,9,1.2500
98,work,9,1.6667
98,home,9,0.2778
98,conference,9,0.6944
99,work,9,0.6944
99,home,9,1.6667
99,conference,9,1.2500
100,work,9,0.5556
100,home,9,1.3889
100,conference,9,0.8333
101,work,9,1.1111
101,home,9,1.1111
101,conference,9,1.2500
102,work,9,0.0000
102,home,9,-0.1389
102,conference,9,1.1111
103,work,9,-0.1389
103,home,9,2.0833
103,conference,9,0.6944
104,work,9,-0.5556
104,home,9,-1.1111
104,conference,9,1.6667
105,work,9,-0.2778
105,home,9,0.9722
105,conference,9,1.6667
106,work,9,0.0000
106,home,9,0.6944
106,conference,9,1.1111
107,work,9,1.5278
107,home,9,0.5556
107,conference,9,1.5278
108,work,9,1.3889
108,home,9,-0.1389
108,conference,9,1.6667
109,work,9,0.5556
109,home,9,-0.1389
109,conference,9,0.0000
110,work,9,0.4167
110,home,9,0.9722
110,conference,9,0.6944
111,work,9,1.1111
111,home,9,1.1111
111,conference,9,2.0833
112,work,9,-0.1389
112,home,9,-0.1389
112,conference,9,1.9444
113,work,9,0.5556
113,home,9,0.5556
113,conference,9,1.1111
114,work,9,1.1111
114,home,9,0.9722
114,conference,9,2.0833
115,work,9,-0.2778
115,home,9,0.9722
115,conference,9,2.0833
116,work,9,-1.2500
116,home,9,0.5556
116,conference,9,1.6667
117,work,9,1.5278
117,home,9,-0.2778
117,conference,9,2.5000
118,work,9,0.9722
118,home,9,2.5000
118,conference,9,1.5278
119,work,9,1.5278
119,home,9,0.1389
119,conference,9,-1.2500
120,work,9,1.1111
120,home,9,1.1111
120,conference,9,0.8333
