episode,circumstance,interactions,outcome
60,work,9,-1.3889
60,home,9,0.0000
60,conference,9,0.2778
61,work,9,-1.6667
61,home,9,0.8333
61,conference,9,-0.5556
62,work,9,-1.1111
62,home,9,-1.3889
62,conference,9,-0.8333
63,work,9,-1.6667
63,home,9,-0.5556
63,conference,9,0.8333
64,work,9,-0.5556
64,home,9,0.5556
64,conference,9,0.2778
65,work,9,-1.1111
65,home,9,0.0000
65,conference,9,-0.2778
66,work,9,0.0000
66,home,9,-1.1111
66,conference,9,0.2778
67,work,9,-1.1111
67,home,9,-0.5556
67,conference,9,-0.2778
68,work,9,-0.5556
68,home,9,1.1111
68,conference,9,0.0000
69,work,9,-1.9444
69,home,9,-0.2778
69,conference,9,-0.2778
70,work,9,-1.6667
70,home,9,-0.5556
70,conference,9,0.8333
71,work,9,-1.3889
71,home,9,0.8333
71,conference,9,-0.8333
72,work,9,-1.3889
72,home,9,-0.2778
72,conference,9,0.5556
73,work,9,-0.8333
73,home,9,-0.5556
73,conference,9,-0.2778
74,work,9,-1.1111
74,home,9,-1.1111
74,conference,9,-0.5556
75,work,9,-1.9444
75,home,9,0.2778
75,conference,9,0.5556
76,work,9,-1.9444
76,home,9,0.2778
76,conference,9,-0.5556
77,work,9,-1.1111
77,home,9,0.0000
77,conference,9,-0.2778
78,work,9,-0.2778
78,home,9,-0.5556
78,conference,9,-0.5556
79,work,9,-1.9444
79,home,9,1.1111
79,conference,9,-0.2778
80,work,9,-1.6667
80,home,9,-0.5556
80,conference,9,0.8333
81,work,9,-0.8333
81,home,9,-0.5556
81,conference,9,-0.5556
82,work,9,-0.8333
82,home,9,0.2778
82,conference,9,-1.1111
83,work,9,0.0000
83,home,9,-0.8333
83,conference,9,0.0000
84,work,9,-2.2222
84,home,9,0.2778
84,conference,9,-1.1111
85,work,9,-1.1111
85,home,9,0.2778
85,conference,9,0.5556
86,work,9,-0.8333
86,home,9,0.2778
86,conference,9,-0.5556
87,work,9,0.0000
87,home,9,-0.2778
87,conference,9,0.0000
88,work,9,-0.2778
88,home,9,1.1111
88,conference,9,0.5556
89,work,9,-1.9444
89,home,9,0.8333
89,conference,9,-1.1111
90,work,9,-1.1111
90,home,9,0.0000
90,conference,9,-0.5556
91,work,9,-0.8333
91,home,9,0.8333
91,conference,9,0.0000
92,work,9,-0.5556
92,home,9,-0.5556
92,conference,9,-0.8333
93,work,9,-1.9444
93,home,9,-0.2778
93,conference,9,-1.6667
94,work,9,-1.6667
94,home,9,0.5556
94,conference,9,0.5556
95,work,9,-1.6667
95,home,9,-0.8333
95,conference,9,0.8333
96,work,9,-0.2778
96,home,9,0.5556
96,conference,9,0.8333
97,work,9,-1.1111
97,home,9,-0.8333
97,conference,9,0.0000
98,work,9,-1.1111
98,home,9,0.2778
98,conference,9,0.0000
99,work,9,-2.5000
99,home,9,1.1111
99,conference,9,-1.1111
100,work,9,-0.5556
100,home,9,0.2778
100,conference,9,-0.8333
101,work,9,-0.5556
101,home,9,1.1111
101,conference,9,0.8333
102,work,9,-1.3889
102,home,9,0.0000
102,conference,9,0.2778
103,work,9,-1.6667
103,home,9,0.2778
103,conference,9,0.2778
104,work,9,-1.6667
104,home,9,-0.2778
104,conference,9,0.2778
105,work,9,-1.3889
105,home,9,0.0000
105,conference,9,0.0000
106,work,9,-1.6667
106,home,9,0.0000
106,conference,9,0.2778
107,work,9,-0.5556
107,home,9,-0.8333
107,conference,9,0.5556
108,work,9,-0.8333
108,home,9,0.5556
108,conference,9,0.5556
109,work,9,-0.8333
109,home,9,-0.2778
109,conference,9,-0.2778
110,work,9,-0.5556
110,home,9,-1.6667
110,conference,9,0.2778
111,work,9,-1.3889
111,home,9,-0.2778
111,conference,9,0.5556
112,work,9,-1.6667
112,home,9,0.0000
112,conference,9,-0.5556
113,work,9,-1.6667
113,home,9,-1.1111
113,conference,9,-1.1111
114,work,9,-0.5556
114,home,9,0.0000
114,conference,9,0.2778
115,work,9,-0.5556
115,home,9,0.2778
115,conference,9,0.5556
116,work,9,-0.5556
116,home,9,1.3889
116,conference,9,0.0000
117,work,9,-0.5556
117,home,9,0.0000
117,conference,9,-0.5556
118,work,9,-0.8333
118,home,9,-0.2778
118,conference,9,-0.2778
119,work,9,-1.6667
119,home,9,0.5556
119,conference,9,-1.3889
120,work,9,-0.8333
120,home,9,0.8333
120,conference,9,0.2778
