episode,circumstance,interactions,outcome
60,work,9,-2.5000
60,home,9,-0.2778
60,conference,9,-0.2778
61,work,9,-1.9444
61,home,9,0.5556
61,conference,9,-1.1111
62,work,9,-2.5000
62,home,9,-0.8333
62,conference,9,-0.8333
63,work,9,-1.6667
63,home,9,-0.8333
63,conference,9,-0.5556
64,work,9,-1.9444
64,home,9,0.2778
64,conference,9,0.2778
65,work,9,-1.1111
65,home,9,-0.2778
65,conference,9,-1.1111
66,work,9,-1.1111
66,home,9,-0.8333
66,conference,9,0.2778
67,work,9,-1.1111
67,home,9,-1.1111
67,conference,9,-0.8333
68,work,9,-1.3889
68,home,9,0.8333
68,conference,9,-0.2778
69,work,9,-1.9444
69,home,9,-0.5556
69,conference,9,-1.9444
70,work,9,-1.6667
70,home,9,-0.2778
70,conference,9,0.5556
71,work,9,-1.3889
71,home,9,0.2778
71,conference,9,-1.3889
72,work,9,-2.2222
72,home,9,0.2778
72,conference,9,-1.1111
73,work,9,-1.9444
73,home,9,-1.1111
73,conference,9,-0.2778
74,work,9,-1.6667
74,home,9,-0.5556
74,conference,9,-1.1111
75,work,9,-1.6667
75,home,9,0.0000
75,conference,9,0.5556
76,work,9,-2.2222
76,home,9,0.2778
76,conference,9,-0.2778
77,work,9,-1.9444
77,home,9,-0.5556
77,conference,9,-0.2778
78,work,9,-0.8333
78,home,9,-0.8333
78,conference,9,-0.2778
79,work,9,-1.6667
79,home,9,1.1111
79,conference,9,-0.2778
80,work,9,-1.9444
80,home,9,-0.5556
80,conference,9,0.2778
81,work,9,-1.3889
81,home,9,-0.2778
81,conference,9,-0.5556
82,work,9,-1.1111
82,home,9,0.5556
82,conference,9,-0.2778
83,work,9,-0.5556
83,home,9,-1.6667
83,conference,9,0.2778
84,work,9,-2.5000
84,home,9,-0.2778
84,conference,9,-1.6667
85,work,9,-1.3889
85,home,9,0.5556
85,conference,9,0.8333
86,work,9,-1.3889
86,home,9,-0.5556
86,conference,9,-0.8333
87,work,9,-1.6667
87,home,9,-0.2778
87,conference,9,0.2778
88,work,9,-1.1111
88,home,9,0.5556
88,conference,9,0.2778
89,work,9,-2.2222
89,home,9,0.5556
89,conference,9,-0.8333
90,work,9,-1.6667
90,home,9,0.0000
90,conference,9,-0.8333
91,work,9,-1.6667
91,home,9,0.5556
91,conference,9,-0.8333
92,work,9,-1.9444
92,home,9,-0.8333
92,conference,9,-0.8333
93,work,9,-2.2222
93,home,9,-0.8333
93,conference,9,-0.5556
94,work,9,-1.9444
94,home,9,0.5556
94,conference,9,0.2778
95,work,9,-1.6667
95,home,9,-1.1111
95,conference,9,0.0000
96,work,9,-1.3889
96,home,9,0.0000
96,conference,9,0.2778
97,work,9,-1.6667
97,home,9,-0.2778
97,conference,9,-0.5556
98,work,9,-1.3889
98,home,9,0.2778
98,conference,9,-0.2778
99,work,9,-2.2222
99,home,9,0.8333
99,conference,9,-1.3889
100,work,9,-0.5556
100,home,9,0.5556
100,conference,9,-1.1111
101,work,9,-2.5000
101,home,9,1.1111
101,conference,9,-0.8333
102,work,9,-2.2222
102,home,9,-0.5556
102,conference,9,-0.2778
103,work,9,-1.3889
103,home,9,0.2778
103,conference,9,0.5556
104,work,9,-1.6667
104,home,9,0.0000
104,conference,9,-0.5556
105,work,9,-1.1111
105,home,9,0.0000
105,conference,9,-0.5556
106,work,9,-1.9444
106,home,9,0.0000
106,conference,9,-1.1111
107,work,9,-1.6667
107,home,9,-0.5556
107,conference,9,0.0000
108,work,9,-1.1111
108,home,9,0.2778
108,conference,9,-0.2778
109,work,9,-1.6667
109,home,9,-0.2778
109,conference,9,-0.2778
110,work,9,-1.1111
110,home,9,-1.9444
110,conference,9,0.0000
111,work,9,-1.6667
111,home,9,0.2778
111,conference,9,-0.8333
112,work,9,-2.2222
112,home,9,-0.5556
112,conference,9,-0.8333
113,work,9,-2.5000
113,home,9,-0.2778
113,conference,9,-0.5556
114,work,9,-1.6667
114,home,9,0.0000
114,conference,9,-0.8333
115,work,9,-1.3889
115,home,9,0.0000
115,conference,9,-0.8333
116,work,9,-1.9444
116,home,9,0.5556
116,conference,9,-0.8333
117,work,9,-1.6667
117,home,9,-0.5556
117,conference,9,0.0000
118,work,9,-1.6667
118,home,9,0.0000
118,conference,9,-0.5556
119,work,9,-1.6667
119,home,9,0.0000
119,conference,9,-0.2778
120,work,9,-2.2222
120,home,9,1.1111
120,conference,9,-0.2778
