episode,agent,context,formal,casual,enthusiastic,quiet,entropy
7500,carol,work,0.0001,0.5550,0.4448,0.0001,0.4974
7500,carol,home,0.0002,0.7954,0.2043,0.0001,0.3670
7500,carol,concert,0.0002,0.8439,0.1559,0.0001,0.3139
7500,carol,default,0.0007,0.7432,0.2559,0.0002,0.4155
7500,dave,work,0.2256,0.0028,0.0004,0.7712,0.4008
7500,dave,home,0.4857,0.0084,0.0003,0.5055,0.5327
7500,dave,concert,0.4437,0.0030,0.0004,0.5529,0.5113
7500,dave,default,0.5006,0.0056,0.0005,0.4932,0.5252
8000,alice,work,0.0004,0.8626,0.1369,0.0002,0.2917
8000,alice,home,0.0004,0.9498,0.0497,0.0001,0.1459
8000,alice,concert,0.0004,0.9627,0.0368,0.0001,0.1169
8000,alice,default,0.0012,0.9346,0.0641,0.0001,0.1792
8000,bob,work,0.4503,0.0008,0.0001,0.5488,0.5014
8000,bob,home,0.5528,0.0033,0.0001,0.4438,0.5106
8000,bob,concert,0.5834,0.0010,0.0001,0.4156,0.4957
8000,bob,default,0.5922,0.0013,0.0001,0.4064,0.4948
8000,carol,work,0.0001,0.5572,0.4426,0.0001,0.4970
8000,carol,home,0.0002,0.7932,0.2065,0.0001,0.3693
8000,carol,concert,0.0002,0.8440,0.1557,0.0001,0.3137
8000,carol,default,0.0009,0.7425,0.2564,0.0002,0.4169
8000,dave,work,0.2255,0.0028,0.0004,0.7713,0.4007
8000,dave,home,0.4858,0.0084,0.0003,0.5055,0.5326
8000,dave,concert,0.4438,0.0030,0.0004,0.5528,0.5113
8000,dave,default,0.5052,0.0054,0.0005,0.4888,0.5245
8500,alice,work,0.0004,0.8637,0.1357,0.0002,0.2901
8500,alice,home,0.0004,0.9494,0.0501,0.0001,0.1469
8500,alice,concert,0.0004,0.9625,0.0371,0.0001,0.1175
8500,alice,default,0.0012,0.9352,0.0635,0.0001,0.1780
8500,bob,work,0.4509,0.0008,0.0001,0.5482,0.5013
8500,bob,home,0.5522,0.0033,0.0001,0.4444,0.5106
8500,bob,concert,0.5836,0.0010,0.0001,0.4153,0.4956
8500,bob,default,0.5978,0.0015,0.0001,0.4006,0.4938
8500,carol,work,0.0001,0.5570,0.4427,0.0001,0.4970
8500,carol,home,0.0002,0.7920,0.2077,0.0001,0.3705
8500,carol,concert,0.0002,0.8434,0.1564,0.0001,0.3145
8500,carol,default,0.0008,0.7447,0.2544,0.0002,0.4145
8500,dave,work,0.2259,0.0027,0.0003,0.7711,0.4005
8500,dave,home,0.4840,0.0090,0.0003,0.5067,0.5343
8500,dave,concert,0.4439,0.0030,0.0004,0.5527,0.5112
8500,dave,default,0.5102,0.0052,0.0005,0.4841,0.5234
9000,alice,work,0.0004,0.8635,0.1360,0.0002,0.2904
9000,alice,home,0.0004,0.9496,0.0498,0.0001,0.1463
9000,alice,concert,0.0004,0.9628,0.0367,0.0001,0.1166
9000,alice,default,0.0010,0.9360,0.0629,0.0001,0.1759
9000,bob,work,0.4509,0.0008,0.0001,0.5482,0.5013
9000,bob,home,0.5519,0.0033,0.0001,0.4448,0.5106
9000,bob,concert,0.5837,0.0010,0.0001,0.4152,0.4956
9000,bob,default,0.6156,0.0013,0.0001,0.3830,0.4873
9000,carol,work,0.0001,0.5581,0.4416,0.0001,0.4968
9000,carol,home,0.0002,0.7933,0.2064,0.0001,0.3692
9000,carol,concert,0.0002,0.8435,0.1562,0.0001,0.3144
9000,carol,default,0.0006,0.7465,0.2527,0.0002,0.4126
9000,dave,work,0.2261,0.0026,0.0003,0.7709,0.4003
9000,dave,home,0.4836,0.0091,0.0004,0.5069,0.5347
9000,dave,concert,0.4435,0.0030,0.0004,0.5530,0.5114
9000,dave,default,0.5138,0.0051,0.0005,0.4807,0.5227
9500,alice,work,0.0004,0.8641,0.1353,0.0002,0.2895
9500,alice,home,0.0004,0.9500,0.0495,0.0001,0.1454
9500,alice,concert,0.0004,0.9631,0.0364,0.0001,0.1159
9500,alice,default,0.0011,0.9358,0.0630,0.0001,0.1767
9500,bob,work,0.4510,0.0008,0.0001,0.5482,0.5013
9500,bob,home,0.5513,0.0032,0.0001,0.4454,0.5106
9500,bob,concert,0.5835,0.0010,0.0001,0.4154,0.4957
9500,bob,default,0.6319,0.0011,0.0001,0.3669,0.4806
9500,carol,work,0.0001,0.5594,0.4404,0.0001,0.4966
9500,carol,home,0.0002,0.7949,0.2049,0.0001,0.3676
9500,carol,concert,0.0002,0.8445,0.1553,0.0001,0.3132
9500,carol,default,0.0008,0.7454,0.2536,0.0002,0.4143
9500,dave,work,0.2260,0.0026,0.0003,0.7710,0.4003
9500,dave,home,0.4838,0.0090,0.0003,0.5068,0.5345
9500,dave,concert,0.4435,0.0030,0.0004,0.5530,0.5114
9500,dave,default,0.5092,0.0054,0.0005,0.4849,0.5242
10000,alice,work,0.0004,0.8632,0.1362,0.0002,0.2908
10000,alice,home,0.0004,0.9501,0.0494,0.0001,0.1453
10000,alice,concert,0.0004,0.9631,0.0364,0.0001,0.1161
10000,alice,default,0.0011,0.9360,0.0628,0.0001,0.1762
10000,bob,work,0.4509,0.0008,0.0001,0.5482,0.5013
10000,bob,home,0.5494,0.0031,0.0001,0.4475,0.5103
10000,bob,concert,0.5837,0.0010,0.0001,0.4152,0.4956
10000,bob,default,0.6354,0.0010,0.0001,0.3635,0.4788
10000,carol,work,0.0001,0.5585,0.4412,0.0001,0.4967
10000,carol,home,0.0002,0.7956,0.2042,0.0001,0.3668
10000,carol,concert,0.0002,0.8438,0.1560,0.0001,0.3141
10000,carol,default,0.0010,0.7451,0.2537,0.0002,0.4151
10000,dave,work,0.2257,0.0027,0.0003,0.7713,0.4003
10000,dave,home,0.4842,0.0089,0.0003,0.5065,0.5341
10000,dave,concert,0.4434,0.0031,0.0004,0.5532,0.5115
10000,dave,default,0.5100,0.0054,0.0005,0.4841,0.5242
10500,alice,work,0.0004,0.8642,0.1353,0.0002,0.2894
10500,alice,home,0.0004,0.9503,0.0492,0.0001,0.1449
10500,alice,concert,0.0004,0.9633,0.0362,0.0001,0.1156
10500,alice,default,0.0013,0.9357,0.0629,0.0001,0.1772
10500,bob,work,0.4511,0.0008,0.0001,0.5481,0.5013
10500,bob,home,0.5480,0.0030,0.0001,0.4489,0.5102
10500,bob,concert,0.5836,0.0010,0.0001,0.4153,0.4956
10500,bob,default,0.6447,0.0011,0.0001,0.3541,0.4750
10500,carol,work,0.0001,0.5599,0.4399,0.0001,0.4965
10500,carol,home,0.0002,0.7969,0.2028,0.0001,0.3655
10500,carol,concert,0.0002,0.8446,0.1552,0.0001,0.3131
10500,carol,default,0.0010,0.7453,0.2535,0.0002,0.4150
10500,dave,work,0.2260,0.0026,0.0003,0.7711,0.4002
10500,dave,home,0.4848,0.0087,0.0003,0.5061,0.5335
10500,dave,concert,0.4430,0.0031,0.0004,0.5534,0.5116
10500,dave,default,0.5175,0.0050,0.0005,0.4770,0.5224
11000,alice,work,0.0004,0.8636,0.1359,0.0002,0.2903
11000,alice,home,0.0004,0.9502,0.0493,0.0001,0.1449
11000,alice,concert,0.0004,0.9633,0.0362,0.0001,0.1155
11000,alice,default,0.0013,0.9358,0.0628,0.0001,0.1772
11000,bob,work,0.4513,0.0008,0.0001,0.5479,0.5013
11000,bob,home,0.5468,0.0029,0.0001,0.4502,0.5101
11000,bob,concert,0.5840,0.0010,0.0001,0.4149,0.4956
11000,bob,default,0.6681,0.0009,0.0001,0.3310,0.4632
11000,carol,work,0.0001,0.5591,0.4407,0.0001,0.4966
11000,carol,home,0.0002,0.7980,0.2018,0.0001,0.3644
11000,carol,concert,0.0002,0.8451,0.1547,0.0001,0.3125
11000,carol,default,0.0010,0.7455,0.2533,0.0002,0.4150
11000,dave,work,0.2259,0.0026,0.0003,0.7711,0.4001
11000,dave,home,0.4856,0.0084,0.0003,0.5056,0.5327
11000,dave,concert,0.4429,0.0031,0.0004,0.5536,0.5116
11000,dave,default,0.5355,0.0042,0.0004,0.4599,0.5177
11500,alice,work,0.0004,0.8632,0.1362,0.0002,0.2908
11500,alice,home,0.0004,0.9499,0.0496,0.0001,0.1458
11500,alice,concert,0.0004,0.9633,0.0362,0.0001,0.1156
11500,alice,default,0.0014,0.9359,0.0626,0.0001,0.1773
11500,bob,work,0.4514,0.0008,0.0001,0.5478,0.5013
11500,bob,home,0.5458,0.0029,0.0001,0.4513,0.5100
11500,bob,concert,0.5839,0.0010,0.0001,0.4150,0.4956
11500,bob,default,0.6632,0.0010,0.0001,0.3358,0.4662
11500,carol,work,0.0001,0.5578,0.4420,0.0001,0.4969
11500,carol,home,0.0001,0.7983,0.2014,0.0001,0.3640
11500,carol,concert,0.0002,0.8440,0.1557,0.0001,0.3137
11500,carol,default,0.0010,0.7461,0.2527,0.0002,0.4146
11500,dave,work,0.2259,0.0026,0.0003,0.7712,0.4001
11500,dave,home,0.4857,0.0084,0.0003,0.5056,0.5326
11500,dave,concert,0.4427,0.0031,0.0004,0.5537,0.5117
11500,dave,default,0.5264,0.0046,0.0004,0.4685,0.5203
12000,alice,work,0.0004,0.8635,0.1360,0.0002,0.2904
12000,alice,home,0.0004,0.9498,0.0496,0.0001,0.1458
12000,alice,concert,0.0004,0.9629,0.0366,0.0001,0.1164
12000,alice,default,0.0014,0.9361,0.0624,0.0001,0.1769
12000,bob,work,0.4515,0.0008,0.0001,0.5476,0.5012
12000,bob,home,0.5457,0.0029,0.0001,0.4514,0.5100
12000,bob,concert,0.5822,0.0010,0.0001,0.4167,0.4957
12000,bob,default,0.6840,0.0008,0.0001,0.3151,0.4544
12000,carol,work,0.0001,0.5570,0.4427,0.0001,0.4970
12000,carol,home,0.0002,0.7975,0.2022,0.0001,0.3649
12000,carol,concert,0.0002,0.8421,0.1576,0.0001,0.3160
12000,carol,default,0.0009,0.7471,0.2518,0.0002,0.4134
12000,dave,work,0.2257,0.0027,0.0003,0.7713,0.4001
12000,dave,home,0.4857,0.0084,0.0003,0.5055,0.5326
12000,dave,concert,0.4444,0.0029,0.0004,0.5523,0.5110
12000,dave,default,0.5426,0.0039,0.0004,0.4531,0.5158
12500,alice,work,0.0004,0.8635,0.1359,0.0002,0.2903
12500,alice,home,0.0004,0.9498,0.0496,0.0001,0.1458
12500,alice,concert,0.0004,0.9631,0.0364,0.0001,0.1160
12500,alice,default,0.0014,0.9361,0.0624,0.0001,0.1769
12500,bob,work,0.4516,0.0008,0.0001,0.5476,0.5012
12500,bob,home,0.5468,0.0030,0.0001,0.4501,0.5102
12500,bob,concert,0.5821,0.0010,0.0001,0.4169,0.4958
12500,bob,default,0.6872,0.0009,0.0001,0.3119,0.4528
12500,carol,work,0.0001,0.5574,0.4423,0.0001,0.4969
12500,carol,home,0.0002,0.7972,0.2025,0.0001,0.3652
12500,carol,concert,0.0002,0.8426,0.1572,0.0001,0.3155
12500,carol,default,0.0010,0.7469,0.2519,0.0002,0.4140
12500,dave,work,0.2258,0.0026,0.0003,0.7713,0.4001
12500,dave,home,0.4856,0.0084,0.0003,0.5056,0.5327
12500,dave,concert,0.4444,0.0029,0.0004,0.5523,0.5110
12500,dave,default,0.5501,0.0036,0.0003,0.4460,0.5136
13000,alice,work,0.0004,0.8630,0.1364,0.0002,0.2911
13000,alice,home,0.0004,0.9496,0.0498,0.0001,0.1463
13000,alice,concert,0.0004,0.9630,0.0365,0.0001,0.1161
13000,alice,default,0.0018,0.9355,0.0626,0.0001,0.1791
13000,bob,work,0.4519,0.0007,0.0001,0.5473,0.5012
13000,bob,home,0.5468,0.0030,0.0001,0.4502,0.5102
13000,bob,concert,0.5822,0.0010,0.0001,0.4167,0.4957
13000,bob,default,0.6852,0.0010,0.0001,0.3138,0.4544
13000,carol,work,0.0001,0.5560,0.4437,0.0001,0.4972
13000,carol,home,0.0002,0.7972,0.2025,0.0001,0.3652
13000,carol,concert,0.0002,0.8425,0.1573,0.0001,0.3156
13000,carol,default,0.0010,0.7473,0.2515,0.0002,0.4135
13000,dave,work,0.2259,0.0026,0.0003,0.7712,0.4000
13000,dave,home,0.4850,0.0086,0.0003,0.5061,0.5333
13000,dave,concert,0.4439,0.0030,0.0004,0.5527,0.5112
13000,dave,default,0.5504,0.0036,0.0003,0.4456,0.5135
13500,alice,work,0.0004,0.8629,0.1365,0.0002,0.2912
13500,alice,home,0.0004,0.9495,0.0499,0.0001,0.1466
13500,alice,concert,0.0004,0.9633,0.0362,0.0001,0.1156
