update,episode,circumstance,mask,partner,style,outcome,chosen_regret,o,c,e,a,n,step_o,step_c,step_e,step_a,step_n
79,3,conference,mask_conference,environment,rest_deeply,goal_achieved,1.0617,0.01350,-0.02508,0.10435,0.03451,0.00253,-0.000453,-0.002216,0.001686,0.000584,0.001019
80,3,conference,mask_conference,environment,network_actively,goal_achieved,0.9015,0.01382,-0.02688,0.10887,0.03584,0.00315,0.000317,-0.001803,0.004514,0.001336,0.000621
81,3,conference,mask_conference,environment,network_actively,goal_achieved,0.8809,0.01414,-0.02864,0.11332,0.03715,0.00375,0.000322,-0.001754,0.004448,0.001306,0.000603
82,4,work,mask_work,environment,take_notes,delayed,-0.4005,-0.00897,0.05174,-0.10122,-0.04474,-0.01070,-0.000369,0.001489,-0.002863,-0.001391,-0.000334
83,4,work,mask_work,environment,take_notes,goal_achieved,2.8475,-0.00849,0.05475,-0.10576,-0.04684,-0.01125,0.000485,0.003008,-0.004546,-0.002095,-0.000543
84,4,work,mask_work,environment,rest_deeply,failed,-1.3755,-0.00817,0.05730,-0.10816,-0.04833,-0.01193,0.000319,0.002553,-0.002393,-0.001489,-0.000684
85,4,work,mask_work,environment,network_actively,failed,-1.4708,-0.00825,0.05974,-0.11220,-0.05028,-0.01243,-0.000080,0.002439,-0.004046,-0.001956,-0.000503
86,4,work,mask_work,environment,network_actively,failed,-1.4803,-0.00832,0.06220,-0.11626,-0.05224,-0.01295,-0.000074,0.002458,-0.004053,-0.001957,-0.000517
87,4,work,mask_work,environment,deep_work,goal_achieved,2.9390,-0.00800,0.06509,-0.12038,-0.05438,-0.01384,0.000325,0.002894,-0.004120,-0.002140,-0.000893
88,4,work,mask_work,environment,network_actively,failed,-1.5359,-0.00800,0.06771,-0.12458,-0.05642,-0.01445,-0.000000,0.002619,-0.004200,-0.002043,-0.000610
89,4,work,mask_work,environment,network_actively,goal_achieved,1.3529,-0.00760,0.06697,-0.12079,-0.05501,-0.01475,0.000396,-0.000739,0.003786,0.001414,-0.000293
90,4,work,mask_work,environment,tidy_up,failed,-1.5298,-0.00674,0.06808,-0.12300,-0.05640,-0.01502,0.000867,0.001103,-0.002207,-0.001387,-0.000273
91,4,home,mask_home,environment,quick_scan,failed,-1.4934,-0.03138,-0.01402,-0.05182,-0.03463,0.02285,-0.001242,0.000532,-0.003184,-0.000507,-0.000381
92,4,home,mask_home,environment,tidy_up,goal_achieved,3.0336,-0.03303,-0.01430,-0.05468,-0.03569,0.02344,-0.001647,-0.000280,-0.002851,-0.001066,0.000587
93,4,home,mask_home,environment,network_actively,failed,-1.4981,-0.03484,-0.01417,-0.05892,-0.03739,0.02410,-0.001809,0.000131,-0.004249,-0.001693,0.000657
94,4,home,mask_home,environment,rest_deeply,goal_achieved,3.0634,-0.03673,-0.01468,-0.06248,-0.03857,0.02480,-0.001891,-0.000510,-0.003552,-0.001185,0.000700
95,4,home,mask_home,environment,network_actively,goal_achieved,0.9716,-0.03774,-0.01686,-0.05926,-0.03685,0.02510,-0.001010,-0.002181,0.003213,0.001719,0.000299
96,4,home,mask_home,environment,tidy_up,goal_achieved,2.9008,-0.03941,-0.01728,-0.06199,-0.03781,0.02570,-0.001671,-0.000420,-0.002726,-0.000960,0.000598
97,4,home,mask_home,environment,network_actively,goal_achieved,0.9609,-0.04040,-0.01943,-0.05881,-0.03611,0.02598,-0.000990,-0.002147,0.003178,0.001704,0.000287
98,4,home,mask_home,environment,take_notes,failed,-2.2473,-0.04203,-0.01994,-0.06123,-0.03693,0.02657,-0.001629,-0.000516,-0.002420,-0.000822,0.000587
99,4,home,mask_home,environment,network_actively,goal_achieved,0.9496,-0.04300,-0.02205,-0.05809,-0.03524,0.02684,-0.000968,-0.002111,0.003141,0.001688,0.000273
100,4,conference,mask_conference,environment,network_actively,goal_achieved,0.8605,0.01447,-0.03034,0.11770,0.03842,0.00433,0.000328,-0.001705,0.004382,0.001277,0.000584
101,4,conference,mask_conference,environment,quick_scan,delayed,-1.9260,0.01528,-0.03086,0.12128,0.04032,0.00363,0.000806,-0.000522,0.003577,0.001899,-0.000702
102,4,conference,mask_conference,environment,rest_deeply,delayed,-2.1794,0.01578,-0.03187,0.12484,0.04170,0.00362,0.000509,-0.001006,0.003566,0.001381,-0.000014
103,4,conference,mask_conference,environment,take_notes,goal_achieved,1.2209,0.01659,-0.03219,0.12758,0.04276,0.00345,0.000811,-0.000320,0.002734,0.001059,-0.000166
104,4,conference,mask_conference,environment,quick_scan,failed,-3.1745,0.01791,-0.03167,0.13029,0.04469,0.00210,0.001315,0.000522,0.002716,0.001926,-0.001347
105,4,conference,mask_conference,environment,network_actively,goal_achieved,1.0643,0.01901,-0.03183,0.13369,0.04640,0.00141,0.001103,-0.000160,0.003397,0.001707,-0.000693
106,4,conference,mask_conference,environment,quick_scan,delayed,-2.1265,0.02013,-0.03164,0.13641,0.04799,0.00052,0.001116,0.000188,0.002724,0.001592,-0.000890
107,4,conference,mask_conference,environment,tidy_up,delayed,-2.3456,0.02114,-0.03162,0.13912,0.04940,-0.00014,0.001012,0.000023,0.002711,0.001414,-0.000657
108,4,conference,mask_conference,environment,network_actively,delayed,-0.3436,0.02142,-0.03090,0.13792,0.04875,-0.00004,0.000280,0.000715,-0.001202,-0.000656,0.000099
109,5,work,mask_work,environment,tidy_up,failed,-1.5328,-0.00586,0.06919,-0.12521,-0.05779,-0.01530,0.000874,0.001112,-0.002213,-0.001390,-0.000280
110,5,work,mask_work,environment,tidy_up,delayed,-0.4168,-0.00528,0.07069,-0.12772,-0.05923,-0.01570,0.000578,0.001498,-0.002506,-0.001439,-0.000396
111,5,work,mask_work,environment,network_actively,delayed,-0.6749,-0.00482,0.07205,-0.12960,-0.06036,-0.01612,0.000468,0.001369,-0.001885,-0.001132,-0.000424
112,5,work,mask_work,environment,network_actively,delayed,-0.6774,-0.00434,0.07343,-0.13149,-0.06149,-0.01655,0.000472,0.001375,-0.001889,-0.001134,-0.000429
113,5,work,mask_work,environment,network_actively,failed,-1.4128,-0.00396,0.07567,-0.13538,-0.06349,-0.01708,0.000388,0.002240,-0.003893,-0.001999,-0.000527
114,5,work,mask_work,environment,deep_work,delayed,-0.2844,-0.00413,0.07614,-0.13668,-0.06408,-0.01687,-0.000174,0.000470,-0.001295,-0.000590,0.000202
115,5,work,mask_work,environment,rest_deeply,goal_achieved,2.9794,-0.00462,0.07644,-0.14080,-0.06557,-0.01670,-0.000485,0.000297,-0.004124,-0.001485,0.000169
116,5,work,mask_work,environment,deep_work,goal_achieved,2.8178,-0.00398,0.07858,-0.14441,-0.06749,-0.01744,0.000632,0.002142,-0.003607,-0.001925,-0.000735
117,5,work,mask_work,environment,network_actively,failed,-1.4900,-0.00375,0.08057,-0.14850,-0.06946,-0.01786,0.000234,0.001991,-0.004096,-0.001970,-0.000424
118,5,home,mask_home,environment,network_actively,failed,-1.5363,-0.04487,-0.02201,-0.06252,-0.03697,0.02756,-0.001869,0.000043,-0.004431,-0.001731,0.000714
119,5,home,mask_home,environment,network_actively,goal_achieved,0.9426,-0.04582,-0.02410,-0.05941,-0.03530,0.02782,-0.000956,-0.002087,0.003114,0.001676,0.000264
120,5,home,mask_home,environment,network_actively,failed,-1.5402,-0.04769,-0.02406,-0.06386,-0.03703,0.02854,-0.001874,0.000033,-0.004449,-0.001736,0.000723
121,5,home,mask_home,environment,network_actively,delayed,-0.9271,-0.04934,-0.02455,-0.06643,-0.03792,0.02915,-0.001647,-0.000490,-0.002575,-0.000884,0.000602
122,5,home,mask_home,environment,quick_scan,failed,-1.8573,-0.05055,-0.02435,-0.06895,-0.03805,0.02875,-0.001211,0.000202,-0.002522,-0.000129,-0.000398
123,5,home,mask_home,environment,quick_scan,goal_achieved,2.6222,-0.05235,-0.02536,-0.07096,-0.03903,0.02981,-0.001800,-0.001007,-0.002002,-0.000979,0.001059
124,5,home,mask_home,environment,rest_deeply,goal_achieved,2.7296,-0.05411,-0.02609,-0.07369,-0.03974,0.03038,-0.001754,-0.000734,-0.002733,-0.000716,0.000572
125,5,home,mask_home,environment,network_actively,failed,-1.5524,-0.05600,-0.02602,-0.07831,-0.04143,0.03101,-0.001894,0.000074,-0.004626,-0.001687,0.000633
126,5,home,mask_home,environment,quick_scan,failed,-1.8648,-0.05728,-0.02584,-0.08106,-0.04162,0.03065,-0.001284,0.000179,-0.002749,-0.000194,-0.000365
127,5,conference,mask_conference,environment,take_notes,delayed,-2.0566,0.02196,-0.03183,0.14164,0.05053,-0.00045,0.000536,-0.000928,0.003715,0.001782,-0.000413
128,5,conference,mask_conference,environment,quick_scan,goal_achieved,1.2765,0.02220,-0.03308,0.14470,0.05118,0.00021,0.000246,-0.001251,0.003068,0.000652,0.000657
129,5,conference,mask_conference,environment,network_actively,goal_achieved,1.0906,0.02302,-0.03377,0.14857,0.05297,-0.00027,0.000818,-0.000691,0.003870,0.001791,-0.000476
130,5,conference,mask_conference,environment,network_actively,goal_achieved,1.0811,0.02384,-0.03444,0.15241,0.05475,-0.00076,0.000821,-0.000666,0.003833,0.001781,-0.000490
131,5,conference,mask_conference,environment,network_actively,goal_achieved,1.0717,0.02467,-0.03508,0.15620,0.05652,-0.00126,0.000824,-0.000641,0.003797,0.001771,-0.000504
132,5,conference,mask_conference,environment,network_actively,goal_achieved,1.0625,0.02549,-0.03569,0.15996,0.05828,-0.00178,0.000827,-0.000617,0.003761,0.001761,-0.000518
133,5,conference,mask_conference,environment,quick_scan,goal_achieved,1.1577,0.02576,-0.03685,0.16296,0.05892,-0.00119,0.000270,-0.001160,0.002991,0.000633,0.000592
134,5,conference,mask_conference,environment,network_actively,goal_achieved,0.9795,0.02653,-0.03752,0.16663,0.06053,-0.00158,0.000764,-0.000667,0.003669,0.001611,-0.000389
135,5,conference,mask_conference,environment,quick_scan,goal_achieved,1.1215,0.02680,-0.03863,0.16955,0.06114,-0.00101,0.000276,-0.001110,0.002927,0.000609,0.000567
136,6,work,mask_work,environment,network_actively,delayed,-0.7504,-0.00343,0.08170,-0.15061,-0.07057,-0.01819,0.000322,0.001129,-0.002101,-0.001113,-0.000326
137,6,work,mask_work,environment,take_notes,delayed,-0.4487,-0.00339,0.08274,-0.15301,-0.07182,-0.01852,0.000035,0.001041,-0.002405,-0.001244,-0.000328
138,6,work,mask_work,environment,tidy_up,goal_achieved,2.8540,-0.00394,0.08510,-0.15651,-0.07333,-0.01916,-0.000549,0.002363,-0.003502,-0.001516,-0.000639
139,6,work,mask_work,environment,network_actively,failed,-1.5414,-0.00384,0.08720,-0.16064,-0.07529,-0.01964,0.000105,0.002099,-0.004129,-0.001954,-0.000485
140,6,work,mask_work,environment,network_actively,failed,-1.5505,-0.00373,0.08931,-0.16477,-0.07724,-0.02014,0.000111,0.002109,-0.004126,-0.001952,-0.000494
141,6,work,mask_work,environment,deep_work,goal_achieved,2.7776,-0.00320,0.09166,-0.16857,-0.07923,-0.02097,0.000530,0.002351,-0.003804,-0.001994,-0.000835
142,6,work,mask_work,environment,network_actively,failed,-1.5943,-0.00303,0.09387,-0.17278,-0.08124,-0.02153,0.000166,0.002211,-0.004205,-0.002006,-0.000555
143,6,work,mask_work,environment,take_notes,delayed,-0.5116,-0.00305,0.09526,-0.17554,-0.08263,-0.02199,-0.000023,0.001383,-0.002763,-0.001388,-0.000464
144,6,work,mask_work,environment,network_actively,failed,-1.5923,-0.00291,0.09744,-0.17969,-0.08461,-0.02255,0.000147,0.002181,-0.004147,-0.001981,-0.000564
145,6,home,mask_home,environment,rest_deeply,goal_achieved,2.7975,-0.05902,-0.02644,-0.08397,-0.04229,0.03108,-0.001734,-0.000600,-0.002912,-0.000671,0.000434
146,6,home,mask_home,environment,rest_deeply,goal_achieved,2.7925,-0.06076,-0.02704,-0.08690,-0.04296,0.03151,-0.001740,-0.000603,-0.002924,-0.000672,0.000435
147,6,home,mask_home,environment,network_actively,delayed,-0.9185,-0.06243,-0.02743,-0.08983,-0.04373,0.03191,-0.001668,-0.000382,-0.002930,-0.000767,0.000393
148,6,home,mask_home,environment,network_actively,failed,-1.5600,-0.06434,-0.02728,-0.09468,-0.04534,0.03241,-0.001913,0.000145,-0.004847,-0.001612,0.000499
149,6,home,mask_home,environment,network_actively,failed,-1.5700,-0.06626,-0.02714,-0.09954,-0.04695,0.03290,-0.001923,0.000145,-0.004860,-0.001608,0.000494
150,6,home,mask_home,environment,network_actively,failed,-1.5801,-0.06819,-0.02699,-0.10441,-0.04856,0.03339,-0.001933,0.000144,-0.004872,-0.001605,0.000490
151,6,home,mask_home,environment,quick_scan,goal_achieved,2.6569,-0.07016,-0.02799,-0.10702,-0.04967,0.03447,-0.001969,-0.001001,-0.002607,-0.001116,0.001079
152,6,home,mask_home,environment,take_notes,failed,-2.3011,-0.07191,-0.02850,-0.10988,-0.05046,0.03496,-0.001742,-0.000505,-0.002868,-0.000785,0.000488
153,6,home,mask_home,environment,network_actively,delayed,-0.9862,-0.07366,-0.02899,-0.11283,-0.05127,0.03545,-0.001756,-0.000489,-0.002946,-0.000815,0.000492
154,6,conference,mask_conference,environment,network_actively,goal_achieved,0.9130,0.02752,-0.03932,0.17312,0.06263,-0.00132,0.000721,-0.000683,0.003573,0.001492,-0.000305
155,6,conference,mask_conference,environment,rest_deeply,delayed,-2.3692,0.02812,-0.03990,0.17606,0.06378,-0.00148,0.000591,-0.000586,0.002935,0.001146,-0.000166
156,6,conference,mask_conference,environment,network_actively,goal_achieved,0.8946,0.02884,-0.04053,0.17956,0.06524,-0.00182,0.000726,-0.000633,0.003496,0.001468,-0.000331
157,6,conference,mask_conference,environment,deep_work,failed,-3.9206,0.02939,-0.04121,0.18260,0.06646,-0.00194,0.000549,-0.000673,0.003042,0.001216,-0.000128
158,6,conference,mask_conference,environment,network_actively,goal_achieved,0.8842,0.03011,-0.04183,0.18606,0.06793,-0.00228,0.000715,-0.000620,0.003465,0.001468,-0.000337
159,6,conference,mask_conference,environment,rest_deeply,failed,-3.5624,0.03087,-0.04225,0.18956,0.06919,-0.00254,0.000760,-0.000421,0.003494,0.001258,-0.000257
160,6,conference,mask_conference,environment,take_notes,goal_achieved,1.0667,0.03166,-0.04235,0.19199,0.07014,-0.00285,0.000793,-0.000097,0.002433,0.000958,-0.000310
